marca,tipo_carroceria,año,kilometraje,tipo_combustible,transmision,cilindrada,potencia,peso,consumo,color,edad_propietarios,calificacion_estado,region_venta,precio
Mazda,Pickup,2016,400000,Gasolina,Automática,1196,80,1192,11.521286166046638,Amarillo,1,4.758218888778103,Centro,2600.0
Mazda,Minivan,2023,400000,Gasolina,Automática,2221,109,1432,7.399860201929503,Azul,1,4.573181157893019,Este,8100.0
Nissan,SUV,2013,400000,Gasolina,Manual,2697,130,1465,6.508254156298403,Amarillo,3,7.53044928596001,Este,2400.0
Ford,Hatchback,2018,400000,Gasolina,Automática,1889,80,1474,9.809544036836458,Gris,1,7.54755571350905,Oeste,4200.0
Nissan,Coupé,2012,400000,Gasolina,Manual,1967,80,1434,8.631286558820618,Amarillo,1,9.60133036995775,Norte,2300.0
Ford,SUV,2017,400000,Gasolina,Automática,3047,173,1443,6.33470064925963,Plata,5,3.8013972965537626,Norte,2500.0
Toyota,Hatchback,2012,400000,Eléctrico,Manual,2436,115,1296,0.0,Azul,2,4.326250632074716,Este,1400.0
Audi,SUV,2024,1000,Gasolina,Automática,1530,106,1431,9.490083509355573,Verde,3,4.520726945585792,Norte,27300.0
Toyota,SUV,2017,400000,Gasolina,Manual,1444,80,1550,6.194778505391775,Azul,1,5.719928765418757,Centro,3900.0
Toyota,Sedán,2023,400000,Híbrido,Automática,1386,84,1403,6.923573838738263,Amarillo,1,6.608521433156694,Norte,13300.0
BMW,Pickup,2010,400000,Diesel,Manual,2189,126,1404,8.370068521599682,Gris,1,6.2196999214595685,Oeste,2400.0
Ford,Minivan,2019,400000,Diesel,Automática,2801,148,1204,6.0229733909510035,Plata,3,9.445882466351842,Norte,8800.0
Mazda,Sedán,2022,400000,Diesel,Automática,2286,107,1514,11.521733861253564,Amarillo,2,7.767926375920111,Norte,9800.0
Ford,Pickup,2019,400000,Diesel,Automática,1519,97,1616,10.06068318655209,Negro,1,8.623171667726947,Oeste,8400.0
Ford,Sedán,2016,400000,Híbrido,Manual,2427,108,1576,4.670232356041202,Verde,1,8.94816012702386,Oeste,4900.0
Honda,Sedán,2021,400000,Diesel,Manual,1602,85,1352,9.516262111768489,Verde,2,6.63036597608063,Este,7100.0
Ford,Hatchback,2010,400000,Híbrido,Automática,3248,186,1619,4.12931097448386,Azul,4,7.34268005267148,Oeste,1500.0
Ford,Sedán,2011,400000,Gasolina,Manual,1720,99,1416,7.265973930047535,Blanco,2,5.220194641605088,Este,1100.0
Hyundai,SUV,2020,400000,Gasolina,Manual,1466,80,1086,7.865074608776193,Negro,3,8.336903676354641,Centro,7600.0
Chevrolet,Sedán,2020,400000,Híbrido,Automática,2152,99,1586,3.8457779677113098,Negro,2,7.609276065939206,Sur,7700.0
Mercedes-Benz,Hatchback,2021,400000,Gasolina,Automática,2444,140,1197,5.425350006289392,Blanco,1,6.727352650439778,Norte,13100.0
Toyota,SUV,2021,400000,Híbrido,Manual,2182,134,1261,6.739260889396097,Gris,5,4.676560723590563,Oeste,8300.0
Chevrolet,Coupé,2010,400000,Gasolina,Manual,2163,96,1395,3.665712503195648,Rojo,1,9.174014316438976,Norte,1700.0
Nissan,Hatchback,2019,400000,Gasolina,Automática,2338,122,1481,10.286517843788719,Plata,1,4.943333161201355,Centro,3300.0
Mercedes-Benz,Sedán,2012,400000,Híbrido,Automática,2042,113,1555,5.751413401411824,Plata,1,6.4941955451783535,Sur,4100.0
Toyota,SUV,2018,400000,Gasolina,Manual,2201,110,1056,5.272078091926231,Negro,5,7.954543953136675,Oeste,7000.0
Nissan,Coupé,2010,400000,Híbrido,Manual,2400,122,1492,4.5175338908511815,Amarillo,2,4.258145376809428,Este,900.0
Kia,Hatchback,2012,400000,Eléctrico,Automática,1387,83,1092,0.0,Blanco,2,9.449253571039447,Este,2300.0
Honda,Hatchback,2011,400000,Híbrido,Manual,1876,84,1427,5.69195030019238,Amarillo,1,3.8192796764626586,Oeste,800.0
BMW,Hatchback,2014,400000,Gasolina,Automática,2359,124,1390,6.108082001142446,Verde,1,8.257446162585351,Oeste,5200.0
Toyota,SUV,2021,400000,Diesel,Automática,1240,80,1000,7.747008378982884,Negro,1,8.949708053808067,Centro,14500.0
Hyundai,Hatchback,2024,1000,Híbrido,Automática,2174,110,1837,5.270970262417717,Negro,2,7.4880375922237645,Sur,16000.0
Mercedes-Benz,Pickup,2016,400000,Diesel,Automática,1758,109,1000,5.829485015297244,Verde,5,3.6027032169835564,Oeste,4500.0
Mazda,Sedán,2024,1000,Diesel,Manual,1874,110,1430,5.18631020376213,Verde,1,3.411385872617119,Este,8100.0
Chevrolet,Minivan,2015,400000,Eléctrico,Manual,2015,93,1340,0.0,Azul,1,8.182141525117084,Sur,4200.0
Toyota,Sedán,2019,400000,Diesel,Automática,1212,80,1348,5.4226896568090215,Gris,1,7.843393991031415,Oeste,6700.0
Mercedes-Benz,SUV,2014,400000,Eléctrico,Automática,1717,107,1039,0.0,Amarillo,2,9.759702852330518,Sur,12800.0
Chevrolet,Sedán,2022,400000,Gasolina,Manual,2656,122,1506,8.306087207140193,Amarillo,1,8.952645137314954,Centro,10400.0
Toyota,Hatchback,2012,400000,Gasolina,Manual,1019,80,1872,6.662965177180923,Amarillo,1,3.5074319712791677,Oeste,700.0
Mazda,SUV,2022,400000,Gasolina,Manual,2806,160,1380,6.760846800407132,Plata,3,5.6703153800834105,Oeste,9000.0
Chevrolet,Sedán,2016,400000,Gasolina,Manual,1712,85,1453,11.095398676157338,Rojo,1,7.229996067874751,Sur,2900.0
Toyota,Minivan,2021,400000,Diesel,Automática,1708,80,1384,9.547693714864671,Blanco,1,3.730883575014786,Oeste,4900.0
Honda,SUV,2018,400000,Gasolina,Automática,2048,111,1584,10.087996967948257,Rojo,3,4.672293625692761,Sur,4400.0
Toyota,SUV,2011,400000,Eléctrico,Automática,2720,139,1593,0.0,Blanco,2,4.006761340305044,Sur,1900.0
Nissan,SUV,2015,400000,Gasolina,Manual,1328,80,1129,8.079835223763473,Plata,3,7.217436195709888,Oeste,3200.0
Nissan,Sedán,2024,1000,Gasolina,Manual,1734,94,1200,9.784735687168904,Amarillo,2,7.957744905381354,Este,15800.0
Chevrolet,SUV,2021,400000,Gasolina,Manual,2367,129,1237,8.462277201826662,Gris,1,4.278340081050923,Centro,5300.0
Kia,SUV,2014,400000,Gasolina,Manual,2386,111,1422,9.499057629679932,Rojo,1,9.019039545082727,Sur,3000.0
Kia,SUV,2018,400000,Gasolina,Manual,2903,159,1594,6.7534579393905485,Blanco,3,5.017107350014998,Este,3800.0
Nissan,Pickup,2017,400000,Gasolina,Manual,1457,105,1000,6.4390422659144555,Negro,2,9.048084976566207,Sur,5200.0
Toyota,Sedán,2018,400000,Diesel,Automática,1410,80,1488,5.1887479162146395,Verde,1,7.6159886859430355,Este,5500.0
Mazda,Hatchback,2016,400000,Gasolina,Automática,2415,110,1710,8.922596280555682,Plata,4,7.863317272966404,Oeste,3500.0
Ford,Sedán,2014,400000,Gasolina,Manual,1670,98,1331,9.220508357194252,Gris,2,5.50719539354485,Centro,1800.0
Nissan,SUV,2013,400000,Diesel,Automática,2222,112,1383,9.266679118601406,Verde,1,9.028035124754059,Este,3500.0
Mazda,SUV,2023,400000,Gasolina,Automática,2355,106,1596,6.645476950482608,Azul,2,7.380192192989921,Norte,14200.0
Ford,Sedán,2022,400000,Gasolina,Automática,1180,80,1552,8.920963695004756,Negro,1,6.278279563655301,Sur,8000.0
BMW,SUV,2017,400000,Gasolina,Automática,2918,190,1330,10.762277726057727,Gris,3,4.363586526457603,Este,6900.0
Toyota,SUV,2011,400000,Gasolina,Automática,2177,86,1481,10.191785427308766,Blanco,1,3.4412853634209837,Centro,900.0
Mazda,Minivan,2010,400000,Diesel,Automática,1708,80,1000,10.372317401846708,Amarillo,3,9.73328903446767,Centro,2000.0
Toyota,Hatchback,2012,400000,Gasolina,Manual,2053,111,1477,4.099261382029368,Negro,1,9.791428915157327,Centro,2100.0
Mercedes-Benz,Sedán,2016,400000,Híbrido,Automática,2101,90,1403,6.350326866588056,Azul,3,6.822168332034889,Este,8300.0
Toyota,Sedán,2010,400000,Híbrido,Automática,2127,108,1722,3.6773270776834472,Amarillo,3,5.915234749015599,Este,1300.0
Toyota,Sedán,2014,400000,Gasolina,Automática,2438,102,1728,8.765031008906448,Azul,2,8.718180252816822,Oeste,3100.0
Ford,Sedán,2023,400000,Eléctrico,Automática,1716,83,1366,0.0,Gris,4,5.850754886156922,Norte,12600.0
Ford,Hatchback,2024,1000,Gasolina,Automática,2083,100,1669,6.264287027778673,Plata,3,6.03782843159456,Este,11000.0
Honda,Pickup,2014,400000,Gasolina,Automática,1847,81,1249,6.213459631859674,Rojo,1,9.2748232236034,Oeste,3800.0
Nissan,Sedán,2012,400000,Gasolina,Manual,2175,112,1401,9.419315886161558,Azul,4,5.270366310120361,Sur,1100.0
Chevrolet,SUV,2020,400000,Gasolina,Automática,2080,95,1656,8.416646519928399,Azul,1,4.840143275125383,Norte,4600.0
Toyota,SUV,2010,400000,Diesel,Automática,1000,80,1443,6.736367465865416,Verde,1,9.603036266839153,Centro,2300.0
Ford,Hatchback,2014,400000,Gasolina,Automática,1669,80,1532,4.565525565237358,Rojo,1,3.58025132618517,Norte,1100.0
Kia,Sedán,2017,400000,Diesel,Automática,1098,80,1402,4.877982484538554,Negro,5,3.886744208672445,Sur,1900.0
Mazda,Minivan,2018,400000,Diesel,Manual,2889,154,1271,5.130598859278466,Plata,2,6.364323944098992,Este,5000.0
Hyundai,Hatchback,2021,400000,Gasolina,Automática,2462,133,1359,11.607769737582318,Plata,1,9.792155402414055,Este,8400.0
Mazda,Minivan,2022,400000,Diesel,Manual,1371,87,1296,9.58844082963306,Verde,2,9.35301253804637,Oeste,13000.0
Ford,Sedán,2015,400000,Híbrido,Automática,2419,98,1301,6.304803321457984,Gris,1,8.580321699579844,Este,4400.0
Toyota,Hatchback,2010,400000,Gasolina,Manual,1773,80,1667,7.164966051218216,Negro,1,7.7476820386038145,Este,1200.0
Honda,Hatchback,2023,400000,Gasolina,Automática,2087,81,1235,4.844331698595448,Verde,3,6.994818147867506,Norte,8500.0
Kia,Hatchback,2022,400000,Gasolina,Automática,1000,80,1151,9.216374173662064,Plata,2,7.089181475690456,Sur,6500.0
Audi,Sedán,2024,1000,Gasolina,Automática,2206,95,1784,8.755343480641347,Gris,1,7.3379928633288385,Centro,32600.0
Chevrolet,Minivan,2014,400000,Gasolina,Automática,2208,103,1376,7.79082626517991,Plata,1,4.480065906808005,Centro,1500.0
Toyota,Coupé,2011,400000,Gasolina,Automática,1102,80,1641,8.03599051948416,Negro,1,3.160108713433249,Oeste,800.0
Toyota,Sedán,2010,400000,Diesel,Automática,2643,144,1693,13.034145988376345,Plata,1,4.696272131097864,Sur,900.0
Ford,SUV,2022,400000,Diesel,Manual,2578,94,1439,8.425423232292093,Verde,1,8.603021723877262,Norte,13300.0
Nissan,SUV,2012,400000,Gasolina,Automática,2095,105,1588,4.7460519341495,Plata,1,3.236057322425533,Centro,900.0
Toyota,Coupé,2020,400000,Gasolina,Manual,1803,82,1306,7.639768288911257,Plata,1,8.34962191487464,Oeste,8400.0
Mercedes-Benz,Hatchback,2019,400000,Gasolina,Automática,1853,96,1182,6.491243466157015,Rojo,3,6.969572705360733,Este,10100.0
Ford,Sedán,2014,400000,Gasolina,Manual,2823,142,1459,7.603913969405384,Blanco,2,7.262620653967924,Este,2400.0
BMW,Sedán,2018,400000,Gasolina,Automática,2912,142,1806,10.131606189201573,Negro,1,3.9477178880305392,Norte,5000.0
Hyundai,Sedán,2016,400000,Híbrido,Automática,1724,111,1059,5.30452907133921,Amarillo,1,7.016061475605812,Centro,3500.0
Hyundai,Sedán,2015,400000,Gasolina,Manual,1129,80,1533,6.698585741812743,Amarillo,2,3.4009128498538375,Este,1000.0
Nissan,Sedán,2018,400000,Gasolina,Automática,1930,87,1316,9.539220265102273,Amarillo,1,8.568360249763096,Oeste,5200.0
Nissan,Hatchback,2023,400000,Gasolina,Automática,2640,127,1044,10.577648045410644,Rojo,2,8.430271597816338,Oeste,10300.0
Nissan,Hatchback,2023,400000,Diesel,Automática,1672,80,1386,8.108604473752367,Amarillo,1,8.008439995388073,Centro,9500.0
Nissan,SUV,2015,400000,Diesel,Automática,1480,80,1303,9.640971499688954,Blanco,3,3.1696313125778763,Norte,1800.0
Nissan,Hatchback,2020,400000,Gasolina,Automática,2947,140,1256,6.115190679784133,Azul,3,4.085389786051415,Oeste,3100.0
Audi,Sedán,2013,400000,Gasolina,Automática,1270,80,1397,9.870916624610262,Plata,3,4.467678059480702,Sur,2700.0
Hyundai,SUV,2016,400000,Gasolina,Manual,2703,152,1394,10.669094761211408,Plata,5,6.58317835817324,Oeste,3300.0
Hyundai,Hatchback,2022,400000,Gasolina,Manual,2018,85,1000,9.114930270329824,Verde,3,8.702667548821625,Norte,7200.0
BMW,SUV,2011,400000,Eléctrico,Manual,1967,106,1754,0.0,Rojo,2,4.208975762019338,Oeste,3100.0
Honda,SUV,2011,400000,Diesel,Automática,2219,136,1702,9.200425585853033,Gris,3,6.5889539823319785,Este,2000.0
Toyota,Sedán,2015,400000,Diesel,Manual,1953,117,1720,4.851983870669487,Negro,2,8.89967476734227,Norte,4200.0
Chevrolet,Hatchback,2022,400000,Gasolina,Automática,1963,108,1405,6.596302174793109,Blanco,2,5.614900133487286,Este,5500.0
Chevrolet,Pickup,2014,400000,Gasolina,Manual,1563,80,1429,9.702917355179272,Amarillo,1,6.200549851756443,Este,2000.0
Kia,SUV,2015,400000,Diesel,Manual,1818,81,1645,6.742657809837063,Plata,2,6.521254280043963,Centro,2500.0
Chevrolet,Sedán,2011,400000,Gasolina,Manual,2341,129,1750,7.254033919953202,Amarillo,1,7.835919344057639,Norte,1600.0
Nissan,Pickup,2011,400000,Eléctrico,Automática,1402,80,1673,0.0,Amarillo,2,5.273840736593403,Este,1700.0
Chevrolet,Sedán,2010,400000,Gasolina,Automática,2436,130,1412,9.373574050669552,Negro,3,6.01425985765542,Centro,1100.0
Toyota,SUV,2011,400000,Gasolina,Automática,1908,108,1449,7.581512254552384,Plata,1,8.233107314286414,Centro,2400.0
Nissan,Sedán,2023,400000,Diesel,Automática,1400,80,1607,5.918481881174465,Plata,1,5.95642977933958,Este,7400.0
Kia,Coupé,2020,400000,Gasolina,Automática,1937,89,1328,8.671115604026006,Plata,1,7.6479258076642695,Este,6200.0
Honda,Hatchback,2019,400000,Gasolina,Automática,2210,172,1475,5.7161604818036365,Verde,2,4.925392353754505,Sur,3400.0
Nissan,Hatchback,2016,400000,Gasolina,Automática,1606,83,1164,10.040012019623555,Negro,1,9.386719621923252,Norte,3200.0
Nissan,Hatchback,2011,400000,Diesel,Automática,2705,154,1077,8.554737498993282,Rojo,2,8.623509338947649,Centro,1500.0
Honda,SUV,2012,400000,Gasolina,Manual,2454,122,1307,10.017180934746964,Negro,3,9.409902246390743,Norte,2900.0
Toyota,Sedán,2020,400000,Gasolina,Automática,2317,120,1316,7.795742070956144,Negro,2,3.8655971683442765,Centro,3900.0
Audi,Hatchback,2022,400000,Diesel,Manual,1876,88,1314,8.05028924356203,Azul,1,6.651485455375201,Oeste,13500.0
Ford,SUV,2015,400000,Gasolina,Manual,2421,122,1402,6.298634065982517,Amarillo,2,3.674408004598138,Oeste,1800.0
Honda,Hatchback,2015,400000,Híbrido,Automática,2576,107,1512,1.3626351707393363,Gris,1,3.176987839065067,Centro,1400.0
Honda,Sedán,2019,400000,Gasolina,Automática,1697,98,1385,6.017932615865411,Verde,1,8.934264432217116,Sur,7200.0
Mazda,Sedán,2020,400000,Diesel,Manual,1995,149,1499,5.569728136484304,Gris,2,4.9690593898775415,Oeste,4700.0
Nissan,Hatchback,2018,400000,Gasolina,Automática,1919,98,1422,6.357229957428985,Verde,1,7.58422316537553,Norte,3600.0
Mazda,SUV,2021,400000,Diesel,Automática,1897,80,1529,7.911533737155968,Rojo,3,7.454592175464512,Este,10200.0
Toyota,Sedán,2020,400000,Diesel,Automática,2701,122,1207,8.389873951062642,Gris,1,9.144870184034934,Norte,9400.0
BMW,Sedán,2021,400000,Híbrido,Automática,2596,153,1593,4.740340608142198,Amarillo,5,6.03316002593509,Norte,15400.0
Ford,Hatchback,2024,1000,Gasolina,Automática,2513,105,1505,5.330035421222709,Amarillo,1,9.879784868195111,Norte,20000.0
Ford,Sedán,2024,1000,Gasolina,Manual,2299,121,1238,10.088072419901481,Verde,2,5.728716872697721,Centro,13600.0
Chevrolet,SUV,2011,400000,Diesel,Manual,2024,119,1426,8.682121958643553,Rojo,1,9.56106988653805,Centro,2500.0
Ford,SUV,2024,1000,Gasolina,Manual,1917,103,1248,3.8219612564820924,Verde,2,9.95800126752475,Norte,26700.0
Kia,SUV,2016,400000,Gasolina,Automática,2223,83,1678,6.934569983658326,Plata,1,3.248464887466804,Este,1600.0
Mercedes-Benz,Pickup,2010,400000,Híbrido,Automática,1218,80,1048,4.086121635542099,Plata,3,6.377268614535942,Sur,3500.0
Ford,Sedán,2015,400000,Gasolina,Automática,2447,137,1270,9.554775042754542,Amarillo,1,4.548205484873187,Sur,1800.0
Kia,Pickup,2018,400000,Eléctrico,Automática,2483,109,1559,0.0,Negro,1,6.378200683636236,Oeste,6000.0
Hyundai,Hatchback,2017,400000,Gasolina,Automática,1539,83,1501,3.764677437393493,Plata,3,7.891064948955014,Oeste,3300.0
Mercedes-Benz,SUV,2015,400000,Diesel,Manual,1325,80,1617,9.411711308703682,Gris,4,3.260404555422085,Este,3900.0
Honda,Coupé,2022,400000,Gasolina,Manual,2274,124,1137,8.136590667875181,Amarillo,1,8.610217346963257,Norte,11900.0
Nissan,Hatchback,2015,400000,Gasolina,Automática,1234,80,1199,7.092477146111078,Blanco,1,4.068977341643148,Centro,1200.0
Honda,Coupé,2015,400000,Eléctrico,Automática,2150,112,1611,0.0,Negro,2,6.268965855355178,Oeste,4300.0
Kia,SUV,2024,1000,Gasolina,Automática,1615,80,1590,5.328217390384719,Rojo,1,6.348735558182092,Norte,15200.0
Toyota,SUV,2017,400000,Híbrido,Automática,1292,80,1233,6.113533148095032,Plata,2,6.727395714373621,Sur,6500.0
Nissan,SUV,2022,400000,Diesel,Automática,2363,83,1808,10.412824029312485,Negro,1,3.292034323316252,Este,4600.0
Ford,Sedán,2011,400000,Gasolina,Automática,2704,124,1411,11.120100032157636,Negro,2,5.906209663167368,Centro,1300.0
Ford,Coupé,2020,400000,Híbrido,Manual,1804,83,1327,5.567533084557796,Negro,1,4.072182874575194,Centro,4800.0
Mazda,Hatchback,2018,400000,Gasolina,Automática,2418,128,1122,6.181772272298092,Plata,1,5.2515322818865915,Oeste,2900.0
Kia,Hatchback,2019,400000,Diesel,Manual,1618,80,1519,7.393083089164032,Rojo,1,3.4975033049018966,Norte,1800.0
Nissan,Coupé,2017,400000,Gasolina,Manual,2447,147,1477,8.764921165114108,Amarillo,2,6.553522350520101,Centro,4200.0
Kia,Minivan,2011,400000,Híbrido,Manual,1758,80,1337,6.344012475149773,Negro,1,6.041512852954205,Sur,1200.0
Honda,Sedán,2023,400000,Diesel,Automática,2716,129,1297,7.117276567329842,Amarillo,1,6.3087003131751995,Sur,9900.0
Chevrolet,Hatchback,2020,400000,Gasolina,Automática,1000,80,1286,6.2878438897857984,Negro,1,7.109568270815647,Este,5000.0
Chevrolet,Hatchback,2017,400000,Diesel,Automática,1740,81,1099,9.133354374120408,Negro,1,4.0494325832430835,Este,1900.0
Toyota,SUV,2010,400000,Gasolina,Automática,1819,99,1604,8.434473949258729,Azul,3,9.990042307534383,Sur,2600.0
Nissan,Minivan,2015,400000,Gasolina,Manual,1215,80,1659,8.716221696653518,Amarillo,1,8.5566937959994,Sur,3300.0
Mazda,Pickup,2015,400000,Gasolina,Automática,2355,107,1000,9.943638089906466,Plata,5,5.577158811530921,Norte,2800.0
Nissan,Hatchback,2018,400000,Gasolina,Automática,1978,93,1377,8.863173643492864,Azul,3,7.997226335186594,Centro,3900.0
Hyundai,SUV,2018,400000,Gasolina,Automática,2389,110,1441,7.342121513028532,Gris,1,5.556651322017288,Norte,4200.0
Nissan,Hatchback,2014,400000,Gasolina,Manual,1630,85,1548,10.091125511328583,Rojo,3,9.507267860531131,Este,2300.0
Toyota,SUV,2010,400000,Gasolina,Automática,1450,90,1309,8.37269914257535,Negro,1,9.635044220828185,Este,2500.0
Toyota,Sedán,2021,400000,Gasolina,Manual,1723,80,1364,9.017480976430786,Azul,1,9.982898186780078,Este,10900.0
Nissan,SUV,2023,400000,Gasolina,Automática,1397,86,1449,10.507153033844034,Negro,2,4.741954373411472,Centro,8600.0
Honda,Sedán,2020,400000,Diesel,Automática,1834,96,1429,7.43764480496632,Azul,1,3.911088332479297,Oeste,4100.0
Toyota,SUV,2010,400000,Diesel,Automática,2670,155,1557,8.147427930928044,Negro,1,5.000359056368975,Este,1400.0
Chevrolet,Hatchback,2016,400000,Gasolina,Manual,2136,111,1164,10.483381593910707,Verde,2,4.759561570278398,Este,1700.0
Nissan,Sedán,2020,400000,Híbrido,Manual,2332,125,1146,4.580542319311078,Plata,1,6.448802016802223,Norte,6400.0
Ford,Pickup,2020,400000,Diesel,Manual,1777,80,1319,9.542664339660734,Gris,1,3.256220087708816,Norte,3300.0
Hyundai,Sedán,2013,400000,Diesel,Automática,1531,95,1096,6.3759220000641745,Negro,1,6.770487335077039,Oeste,1700.0
Mazda,SUV,2018,400000,Gasolina,Automática,2094,87,1911,9.335059580880607,Azul,2,4.027810304850867,Oeste,3000.0
Ford,Hatchback,2012,400000,Gasolina,Automática,2026,98,1206,10.591126050181543,Negro,3,4.401530734397507,Oeste,900.0
Hyundai,Pickup,2024,1000,Híbrido,Automática,2544,156,1590,4.652509635936507,Plata,3,3.2359902816378328,Oeste,10100.0
Mazda,Pickup,2015,400000,Diesel,Manual,2631,141,1705,9.90831584537189,Rojo,1,8.098125347647361,Norte,4100.0
Nissan,SUV,2018,400000,Gasolina,Manual,2476,114,1451,9.197691307471421,Rojo,1,3.9524575176188073,Este,3000.0
Nissan,Sedán,2013,400000,Gasolina,Manual,3045,149,1243,5.698536386954025,Gris,3,7.112946823666965,Norte,1700.0
Toyota,Hatchback,2014,400000,Diesel,Automática,2031,110,1431,8.290441036974832,Verde,1,9.179939403753245,Sur,3000.0
Mazda,SUV,2014,400000,Diesel,Automática,2318,132,1124,9.001532383063797,Rojo,1,4.975254392342094,Sur,2300.0
Ford,SUV,2022,400000,Híbrido,Automática,2610,113,1108,6.164428244947309,Negro,1,3.299717350954436,Este,6000.0
Mercedes-Benz,Sedán,2014,400000,Gasolina,Automática,2417,132,1799,8.334212503202663,Plata,1,6.321204275432152,Oeste,5200.0
Kia,Sedán,2011,400000,Gasolina,Manual,2500,122,1070,9.749344460825558,Verde,1,5.724693016066381,Este,1000.0
Nissan,Sedán,2020,400000,Gasolina,Manual,2035,85,1036,7.4763886096122505,Amarillo,4,6.230929742702657,Sur,4700.0
Honda,SUV,2011,400000,Gasolina,Automática,1967,109,1540,5.960260537806159,Negro,1,3.315973423971445,Este,900.0
Honda,SUV,2024,1000,Gasolina,Automática,1851,82,1277,4.375506386906649,Negro,4,5.614135421241107,Oeste,18000.0
Ford,Hatchback,2010,400000,Híbrido,Manual,1902,80,1654,4.051389527772336,Gris,1,3.3845428433101326,Norte,500.0
Chevrolet,SUV,2023,400000,Gasolina,Manual,2023,102,1000,4.219731050524619,Rojo,3,9.46506689326867,Oeste,17500.0
Honda,Coupé,2022,400000,Diesel,Automática,1665,86,1379,5.378145407104538,Rojo,2,6.407320985117244,Norte,9400.0
Chevrolet,SUV,2010,400000,Gasolina,Automática,1441,80,1130,2.389935648063445,Rojo,1,9.644328778559347,Sur,2000.0
Honda,SUV,2013,400000,Gasolina,Manual,1424,80,1000,6.395334224569661,Azul,4,3.781031414244099,Centro,1300.0
Audi,Sedán,2012,400000,Gasolina,Automática,2641,157,1106,5.006633599874917,Negro,3,5.593474776294805,Este,2800.0
Toyota,Hatchback,2013,400000,Gasolina,Manual,1787,102,1083,7.282598224022272,Plata,1,6.317935492744388,Centro,1700.0
Mercedes-Benz,Hatchback,2020,400000,Diesel,Automática,2301,124,1332,8.070577332196338,Plata,2,9.929724299311067,Oeste,17200.0
BMW,Hatchback,2021,400000,Gasolina,Manual,1926,82,1283,4.81793141167279,Amarillo,1,3.9071637234814176,Norte,6200.0
Chevrolet,Coupé,2024,1000,Gasolina,Manual,2663,125,1512,10.810285593226904,Negro,1,8.171896253361101,Oeste,18300.0
Hyundai,Pickup,2021,400000,Gasolina,Manual,1372,80,1007,10.723206775542394,Blanco,1,9.644898857477862,Oeste,10100.0
Chevrolet,Pickup,2015,400000,Gasolina,Manual,1911,90,1486,7.678574635707502,Negro,2,6.70509599584379,Sur,2900.0
Nissan,Sedán,2020,400000,Diesel,Automática,1741,80,1593,9.023006597823839,Amarillo,1,9.60869479884329,Oeste,7500.0
Ford,SUV,2010,400000,Gasolina,Automática,1996,89,1621,8.409541556004884,Amarillo,1,4.627443032922599,Este,1100.0
Ford,SUV,2017,400000,Diesel,Automática,2455,158,1534,6.836985492267074,Amarillo,2,5.014670694027245,Sur,3800.0
Nissan,Hatchback,2017,400000,Diesel,Automática,1949,137,1469,5.121584923765609,Amarillo,3,3.2694371711046495,Centro,1600.0
Chevrolet,SUV,2016,400000,Gasolina,Manual,1699,84,1265,6.769026318390704,Verde,1,7.262335087200509,Oeste,4000.0
Nissan,Pickup,2021,400000,Gasolina,Manual,1998,92,1621,6.9297065889395775,Amarillo,3,7.010937761164238,Centro,7800.0
Honda,SUV,2024,1000,Diesel,Automática,1841,105,1598,10.418907424090595,Azul,2,7.583839760734142,Este,26900.0
Ford,Sedán,2020,400000,Diesel,Automática,2232,107,1342,10.571423581812654,Verde,1,9.12749970978044,Este,9300.0
Toyota,Sedán,2020,400000,Gasolina,Manual,1000,80,1155,5.646038696891711,Rojo,1,7.052047916657929,Este,6600.0
Toyota,Sedán,2013,400000,Gasolina,Automática,1826,95,1199,7.945880642937526,Negro,3,4.188616093821167,Centro,1300.0
Honda,Sedán,2017,400000,Gasolina,Automática,2028,122,1104,8.765266057341849,Azul,1,3.2071498980006057,Centro,1900.0
Toyota,Sedán,2018,400000,Gasolina,Manual,2392,140,1227,13.601232727603383,Blanco,3,3.4043959219554725,Norte,2300.0
Toyota,Sedán,2024,1000,Gasolina,Automática,2449,112,1538,4.824742256431584,Negro,3,7.397413923481707,Sur,18100.0
Kia,Hatchback,2014,400000,Gasolina,Automática,1663,80,1596,12.258864146820335,Verde,3,7.923300637545252,Oeste,1600.0
Toyota,SUV,2015,400000,Gasolina,Manual,1789,94,1295,7.670175387697629,Rojo,1,5.095745830470184,Sur,2600.0
Mazda,Sedán,2019,400000,Gasolina,Manual,1157,84,1301,6.451698356776863,Gris,1,8.46365518754666,Este,6100.0
Honda,SUV,2017,400000,Gasolina,Automática,2056,128,1262,5.734549724756388,Plata,2,5.296815924335675,Oeste,3600.0
BMW,Coupé,2014,400000,Híbrido,Manual,3244,162,1190,3.71074406293234,Blanco,1,7.584580028540991,Norte,6800.0
Chevrolet,SUV,2021,400000,Gasolina,Manual,2095,102,1191,10.510370310424257,Gris,2,9.349300746769405,Sur,11500.0
Ford,Minivan,2013,400000,Híbrido,Automática,1654,92,1690,6.235852461597402,Plata,2,4.372071664136121,Este,1600.0
Chevrolet,SUV,2017,400000,Gasolina,Automática,2085,108,1292,8.135286044892272,Gris,1,8.858139294726291,Oeste,6800.0
Ford,Minivan,2023,400000,Diesel,Manual,1000,80,1382,8.475855759466043,Verde,4,3.0635401530190367,Oeste,5300.0
Nissan,Sedán,2024,1000,Gasolina,Automática,2376,121,1000,8.621101212823948,Negro,2,8.479568989838699,Este,19000.0
